i,r,v,p,ni,nr,nv,np
1,24,24,24,-1.700205551,-0.942599516,-1.133640195,-0.871872172
3,22,66,198,-1.406687113,-1.011203349,-1.057639483,-0.857555662
23,7,161,3703,1.528497265,-1.525732097,-0.88573311,-0.569168491
17,84,1428,24276,0.647941951,1.115515477,1.406955042,1.123553127
3,99,297,891,-1.406687113,1.630044225,-0.639635566,-0.800536458
5,98,490,2450,-1.113168675,1.595742309,-0.290394198,-0.672263819
3,48,144,432,-1.406687113,-0.119353519,-0.916495303,-0.838302424
10,11,110,1100,-0.379372581,-1.388524431,-0.978019689,-0.78334019
7,47,329,2303,-0.819650238,-0.153655435,-0.581730261,-0.684358801
8,53,424,3392,-0.672891019,0.052156064,-0.409823888,-0.594757195
3,78,234,702,-1.406687113,0.909703978,-0.753636634,-0.81608715
16,55,880,14080,0.501182733,0.120759897,0.415326702,0.284638549
2,48,96,192,-1.553446332,-0.119353519,-1.00335326,-0.858049334
13,83,1079,14027,0.060905076,1.081213561,0.775425314,0.280277773
17,42,714,12138,0.647941951,-0.325165018,0.114942934,0.124853132
21,17,357,7497,1.234978827,-1.182712932,-0.53106312,-0.257002748
1,76,76,76,-1.700205551,0.841100145,-1.039544075,-0.867593674
11,88,968,10648,-0.232613362,1.252723143,0.574566289,0.00225773
24,72,1728,41472,1.675256484,0.703892479,1.949817273,2.53841926
6,17,102,612,-0.966409456,-1.182712932,-0.992496015,-0.823492241
19,52,988,18772,0.941460389,0.017854148,0.610757105,0.670690648
1,26,26,26,-1.700205551,-0.873995683,-1.130021114,-0.871707614
16,33,528,8448,0.501182733,-0.633882267,-0.221631648,-0.178755616
19,30,570,10830,0.941460389,-0.736788017,-0.145630936,0.017232471
8,60,480,3840,-0.672891019,0.29226948,-0.308489605,-0.557896296
14,46,644,9016,0.207664295,-0.187957352,-0.011724919,-0.132021261
18,46,828,14904,0.79470117,-0.187957352,0.321230582,0.352436275
8,41,328,2624,-0.672891019,-0.359466934,-0.583539802,-0.657947309
10,96,960,9600,-0.379372581,1.527138476,0.560089963,-0.083970445
15,13,195,2925,0.354423514,-1.319920598,-0.824208724,-0.633181392
10,86,860,8600,-0.379372581,1.18411931,0.379135886,-0.166249239
24,21,504,12096,1.675256484,-1.045505266,-0.265060627,0.121397423
11,48,528,5808,-0.232613362,-0.119353519,-0.221631648,-0.39597163
23,82,1886,43378,1.528497265,1.046911644,2.235724714,2.69524264
4,17,68,272,-1.259927894,-1.182712932,-1.054020401,-0.851467031
13,33,429,5577,0.060905076,-0.633882267,-0.400776184,-0.414978032
21,26,546,11466,1.234978827,-0.873995683,-0.189059915,0.069561783
13,84,1092,14196,0.060905076,1.115515477,0.798949344,0.294182889
3,71,213,639,-1.406687113,0.669590562,-0.79163699,-0.821270714
16,82,1312,20992,0.501182733,1.046911644,1.197048313,0.85334957
15,40,600,9000,0.354423514,-0.393768851,-0.091344713,-0.133337722
14,79,1106,15484,0.207664295,0.944005894,0.824282915,0.400157975
9,27,243,2187,-0.5261318,-0.839693766,-0.737350767,-0.693903141
18,47,846,15228,0.79470117,-0.153655435,0.353802316,0.379094604
10,40,400,4000,-0.379372581,-0.393768851,-0.453252867,-0.544731689
8,2,16,128,-0.672891019,-1.69724168,-1.148116521,-0.863315177
8,87,696,5568,-0.672891019,1.218421227,0.082371201,-0.415718541
3,26,78,234,-1.406687113,-0.873995683,-1.035924994,-0.854593625
6,15,90,540,-0.966409456,-1.251316765,-1.014210505,-0.829416314
2,78,156,312,-1.553446332,0.909703978,-0.894780814,-0.848175879
19,46,874,16606,0.941460389,-0.187957352,0.404469457,0.492474782
9,76,684,6156,-0.5261318,0.841100145,0.060656711,-0.36733861
9,86,774,6966,-0.5261318,1.18411931,0.22351538,-0.300692787
3,10,30,90,-1.406687113,-1.422826348,-1.122782951,-0.866441771
11,100,1100,12100,-0.232613362,1.664346142,0.813425671,0.121726538
10,52,520,5200,-0.379372581,0.017854148,-0.236107975,-0.445997137
11,73,803,8833,-0.232613362,0.738194395,0.275992063,-0.14707828
11,78,858,9438,-0.232613362,0.909703978,0.375516805,-0.09729961
12,34,408,4896,-0.085854143,-0.59958035,-0.438776541,-0.47100989
6,59,354,2124,-0.966409456,0.257967563,-0.536491742,-0.699086705
13,5,65,845,0.060905076,-1.59433593,-1.059449024,-0.804321282
24,42,1008,24192,1.675256484,-0.325165018,0.64694792,1.116641709
1,54,54,54,-1.700205551,0.086457981,-1.079353972,-0.869403808
10,56,560,5600,-0.379372581,0.155061814,-0.163726344,-0.413085619
18,70,1260,22680,0.79470117,0.635288645,1.102952193,0.992236173
21,51,1071,22491,1.234978827,-0.016447769,0.760948988,0.976685481
23,66,1518,34914,1.528497265,0.498080979,1.569813711,1.998834932
13,75,975,12675,0.060905076,0.806798228,0.587233075,0.169036844
14,33,462,6468,0.207664295,-0.633882267,-0.341061339,-0.341667627
22,39,858,18876,1.381738046,-0.428070768,0.375516805,0.679247643
7,25,175,1225,-0.819650238,-0.908297599,-0.860399539,-0.773055341
17,30,510,8670,0.647941951,-0.736788017,-0.254203382,-0.160489723
4,3,12,48,-1.259927894,-1.662939763,-1.155354684,-0.869897481
15,31,465,6975,0.354423514,-0.7024861,-0.335632717,-0.299952278
20,72,1440,28800,1.088219608,0.703892479,1.428669532,1.495782389
8,76,608,4864,-0.672891019,0.841100145,-0.076868387,-0.473642811
20,35,700,14000,1.088219608,-0.565278434,0.089609364,0.278056246
19,65,1235,23465,0.941460389,0.463779063,1.057713674,1.056825026
6,20,120,720,-0.966409456,-1.079807182,-0.959924282,-0.814606131
16,29,464,7424,0.501182733,-0.771089933,-0.337442258,-0.2630091
19,16,304,5776,0.941460389,-1.217014848,-0.62696878,-0.398604552
13,97,1261,16393,0.060905076,1.561440392,1.104761734,0.474949399
4,67,268,1072,-1.259927894,0.532382896,-0.692112248,-0.785643996
13,61,793,10309,0.060905076,0.326571397,0.257896655,-0.025634781
18,90,1620,29160,0.79470117,1.321326977,1.75438687,1.525402755
15,41,615,9225,0.354423514,-0.359466934,-0.064201602,-0.114824993
22,59,1298,28556,1.381738046,0.257967563,1.171714743,1.475706363
17,77,1309,22253,0.647941951,0.875402061,1.191619691,0.957103128
8,18,144,1152,-0.672891019,-1.148411015,-0.916495303,-0.779061693
22,83,1826,40172,1.381738046,1.081213561,2.127152268,2.431456828
17,46,782,13294,0.647941951,-0.187957352,0.237991707,0.219967418
5,4,20,100,-1.113168675,-1.628637847,-1.140878358,-0.865618983
12,29,348,4176,-0.085854143,-0.771089933,-0.547348987,-0.530250621
7,88,616,4312,-0.819650238,1.252723143,-0.062392061,-0.519060705
7,61,427,2989,-0.819650238,0.326571397,-0.404395266,-0.627915549
21,52,1092,22932,1.234978827,0.017854148,0.798949344,1.012970429
11,97,1067,11737,-0.232613362,1.561440392,0.753710825,0.091859336
12,58,696,8352,-0.085854143,0.223665647,0.082371201,-0.18665438
23,14,322,7406,1.528497265,-1.285618681,-0.594397047,-0.264490118
2,63,126,252,-1.553446332,0.39517523,-0.949067037,-0.853112607
18,73,1314,23652,0.79470117,0.738194395,1.200667395,1.07221116
22,37,814,17908,1.381738046,-0.496674601,0.295897011,0.599601771
16,35,560,8960,0.501182733,-0.565278434,-0.163726344,-0.136628873
18,99,1782,32076,0.79470117,1.630044225,2.047532474,1.765327716
13,51,663,8619,0.060905076,-0.016447769,0.022656355,-0.164685942
10,8,80,800,-0.379372581,-1.491430181,-1.032305912,-0.808023828
11,69,759,8349,-0.232613362,0.600986729,0.196372269,-0.186901216
18,1,18,324,0.79470117,-1.731543597,-1.14449744,-0.847188534
2,81,162,324,-1.553446332,1.012609728,-0.883923569,-0.847188534
21,53,1113,23373,1.234978827,0.052156064,0.836949701,1.049255377
3,86,258,774,-1.406687113,1.18411931,-0.710207656,-0.810163077
16,57,912,14592,0.501182733,0.18936373,0.473232006,0.326765292
2,77,154,308,-1.553446332,0.875402061,-0.898399895,-0.848504994
13,33,429,5577,0.060905076,-0.633882267,-0.400776184,-0.414978032
18,18,324,5832,0.79470117,-1.148411015,-0.590777965,-0.393996939
16,28,448,7168,0.501182733,-0.80539185,-0.36639491,-0.284072471
2,59,118,236,-1.553446332,0.257967563,-0.963543363,-0.854429067
12,12,144,1728,-0.085854143,-1.354222514,-0.916495303,-0.731669108
10,18,180,1800,-0.379372581,-1.148411015,-0.851351836,-0.725745034
17,4,68,1156,0.647941951,-1.628637847,-1.054020401,-0.778732577
1,79,79,79,-1.700205551,0.944005894,-1.034115453,-0.867346838
1,47,47,47,-1.700205551,-0.153655435,-1.092020758,-0.869979759
14,4,56,784,0.207664295,-1.628637847,-1.075734891,-0.809340289
23,18,414,9522,1.528497265,-1.148411015,-0.427919296,-0.090388191
16,65,1040,16640,0.501182733,0.463779063,0.704853225,0.495272261
2,13,26,52,-1.553446332,-1.319920598,-1.130021114,-0.869568365
1,58,58,58,-1.700205551,0.223665647,-1.072115809,-0.869074693
2,38,76,152,-1.553446332,-0.462372684,-1.039544075,-0.861340486
23,77,1771,40733,1.528497265,0.875402061,2.027627526,2.477615231
22,16,352,7744,1.381738046,-1.217014848,-0.540110824,-0.236679886
4,51,204,816,-1.259927894,-0.016447769,-0.807922857,-0.806707367
15,76,1140,17100,0.354423514,0.841100145,0.885807301,0.533120506
20,65,1300,26000,1.088219608,0.463779063,1.175333824,1.265401767
2,55,110,220,-1.553446332,0.120759897,-0.978019689,-0.855745528
7,60,420,2940,-0.819650238,0.29226948,-0.417062051,-0.63194721
7,37,259,1813,-0.819650238,-0.496674601,-0.708398115,-0.72467541
10,55,550,5500,-0.379372581,0.120759897,-0.181821752,-0.421313499
20,21,420,8400,1.088219608,-1.045505266,-0.417062051,-0.182704998
4,49,196,784,-1.259927894,-0.085051602,-0.822399183,-0.809340289
4,13,52,208,-1.259927894,-1.319920598,-1.082973054,-0.856732874
2,12,24,48,-1.553446332,-1.354222514,-1.133640195,-0.869897481
17,75,1275,21675,0.647941951,0.806798228,1.130095305,0.909545986
16,9,144,2304,0.501182733,-1.457128264,-0.916495303,-0.684276523
3,42,126,378,-1.406687113,-0.325165018,-0.949067037,-0.842745479
19,92,1748,33212,0.941460389,1.38993081,1.986008088,1.858796426
3,10,30,90,-1.406687113,-1.422826348,-1.122782951,-0.866441771
11,24,264,2904,-0.232613362,-0.942599516,-0.699350411,-0.634909246
9,78,702,6318,-0.5261318,0.909703978,0.093228445,-0.354009446
13,48,624,8112,0.060905076,-0.119353519,-0.047915735,-0.20640129
17,34,578,9826,0.647941951,-0.59958035,-0.13115461,-0.065375438
8,31,248,1984,-0.672891019,-0.7024861,-0.728303063,-0.710605736
24,5,120,2880,1.675256484,-1.59433593,-0.959924282,-0.636883938
24,71,1704,40896,1.675256484,0.669590562,1.906388294,2.491026675
13,42,546,7098,0.060905076,-0.325165018,-0.189059915,-0.289831987
9,58,522,4698,-0.5261318,0.223665647,-0.232488893,-0.487301091
10,69,690,6900,-0.379372581,0.600986729,0.071513956,-0.306123188
8,43,344,2752,-0.672891019,-0.290863101,-0.55458715,-0.647415623
1,15,15,15,-1.700205551,-1.251316765,-1.149926062,-0.872612681
13,82,1066,13858,0.060905076,1.046911644,0.751901284,0.266372657
4,83,332,1328,-1.259927894,1.081213561,-0.576301639,-0.764580625
24,52,1248,29952,1.675256484,0.017854148,1.081237704,1.590567559
4,99,396,1584,-1.259927894,1.630044225,-0.46049103,-0.743517254
23,74,1702,39146,1.528497265,0.772496312,1.902769213,2.347038786
4,47,188,752,-1.259927894,-0.153655435,-0.836875509,-0.81197321
24,32,768,18432,1.675256484,-0.668184183,0.212658136,0.642715858
9,67,603,5427,-0.5261318,0.532382896,-0.085916091,-0.427319851
17,88,1496,25432,0.647941951,1.252723143,1.530003815,1.218667413
21,95,1995,41895,1.234978827,1.492836559,2.432964657,2.573223189
16,77,1232,19712,0.501182733,0.875402061,1.052285052,0.748032714
16,75,1200,19200,0.501182733,0.806798228,0.994379747,0.705905972
6,25,150,900,-0.966409456,-0.908297599,-0.905638059,-0.799795949
9,77,693,6237,-0.5261318,0.875402061,0.076942578,-0.360674028
4,53,212,848,-1.259927894,0.052156064,-0.793446531,-0.804074446
18,72,1296,23328,0.79470117,0.703892479,1.168095661,1.045552831
5,52,260,1300,-1.113168675,0.017854148,-0.706588574,-0.766884431
7,58,406,2842,-0.819650238,0.223665647,-0.442395622,-0.640010532
5,60,300,1500,-1.113168675,0.29226948,-0.634206943,-0.750428673
23,32,736,16928,1.528497265,-0.668184183,0.154752831,0.518968553
21,79,1659,34839,1.234978827,0.944005894,1.82495896,1.992664023
18,59,1062,19116,0.79470117,0.257967563,0.744663121,0.698994553
10,7,70,700,-0.379372581,-1.525732097,-1.05040132,-0.816251707
19,83,1577,29963,0.941460389,1.081213561,1.676576617,1.591472626
14,47,658,9212,0.207664295,-0.153655435,0.013608651,-0.115894617
19,60,1140,21660,0.941460389,0.29226948,0.885807301,0.908311804
10,31,310,3100,-0.379372581,-0.7024861,-0.616111536,-0.618782603
18,55,990,17820,0.79470117,0.120759897,0.614376186,0.592361237
15,47,705,10575,0.354423514,-0.153655435,0.098657067,-0.003748622
22,40,880,19360,1.381738046,-0.393768851,0.415326702,0.719070579
13,83,1079,14027,0.060905076,1.081213561,0.775425314,0.280277773
1,7,7,7,-1.700205551,-1.525732097,-1.164402388,-0.873270911
4,27,108,432,-1.259927894,-0.839693766,-0.981638771,-0.838302424
20,93,1860,37200,1.088219608,1.424232726,2.188676654,2.186924254
3,40,120,360,-1.406687113,-0.393768851,-0.959924282,-0.844226497
15,65,975,14625,0.354423514,0.463779063,0.587233075,0.329480492
14,56,784,10976,0.207664295,0.155061814,0.241610788,0.029245174
23,43,989,22747,1.528497265,-0.290863101,0.612566645,0.997748852
21,98,2058,43218,1.234978827,1.595742309,2.546965726,2.682078033
16,21,336,5376,0.501182733,-1.045505266,-0.569063476,-0.431516069
5,26,130,650,-1.113168675,-0.873995683,-0.941828874,-0.820365647
24,100,2400,57600,1.675256484,1.664346142,3.165828668,3.865411641
24,66,1584,38016,1.675256484,0.498080979,1.689243402,2.25406375
3,42,126,378,-1.406687113,-0.325165018,-0.949067037,-0.842745479
23,77,1771,40733,1.528497265,0.875402061,2.027627526,2.477615231
3,96,288,864,-1.406687113,1.527138476,-0.655921433,-0.802757985
1,33,33,33,-1.700205551,-0.633882267,-1.117354328,-0.871131663
7,82,574,4018,-0.819650238,1.046911644,-0.138392773,-0.543250671
22,89,1958,43076,1.381738046,1.28702506,2.366011649,2.670394445
10,33,330,3300,-0.379372581,-0.633882267,-0.57992072,-0.602326844
19,98,1862,35378,0.941460389,1.595742309,2.192295735,2.037012292
8,72,576,4608,-0.672891019,0.703892479,-0.134773692,-0.494706182
8,38,304,2432,-0.672891019,-0.462372684,-0.62696878,-0.673744837
17,60,1020,17340,0.647941951,0.29226948,0.668662409,0.552867416
3,70,210,630,-1.406687113,0.635288645,-0.797065613,-0.822011223
15,61,915,13725,0.354423514,0.326571397,0.478660629,0.255429578
18,53,954,17172,0.79470117,0.052156064,0.549232719,0.539044579
12,31,372,4464,-0.085854143,-0.7024861,-0.503920008,-0.506554329
17,93,1581,26877,0.647941951,1.424232726,1.68381478,1.337560269
1,98,98,98,-1.700205551,1.595742309,-0.999734178,-0.865783541
3,68,204,612,-1.406687113,0.566684812,-0.807922857,-0.823492241
22,42,924,20328,1.381738046,-0.325165018,0.494946495,0.798716451
22,94,2068,45496,1.381738046,1.458534643,2.565061134,2.869509125
13,93,1209,15717,0.060905076,1.424232726,1.010665614,0.419328934
17,20,340,5780,0.647941951,-1.079807182,-0.561825313,-0.398275436
10,26,260,2600,-0.379372581,-0.873995683,-0.706588574,-0.659922
5,46,230,1150,-1.113168675,-0.187957352,-0.760874797,-0.77922625
5,29,145,725,-1.113168675,-0.771089933,-0.914685762,-0.814194737
6,41,246,1476,-0.966409456,-0.359466934,-0.731922145,-0.752403364
22,65,1430,31460,1.381738046,0.463779063,1.410574124,1.71464398
15,86,1290,19350,0.354423514,1.18411931,1.157238416,0.718247791
7,15,105,735,-0.819650238,-1.251316765,-0.987067393,-0.81337195
20,33,660,13200,1.088219608,-0.633882267,0.017227733,0.212233211
1,13,13,13,-1.700205551,-1.319920598,-1.153545144,-0.872777238
5,24,120,600,-1.113168675,-0.942599516,-0.959924282,-0.824479587
12,51,612,7344,-0.085854143,-0.016447769,-0.069630224,-0.269591404
22,54,1188,26136,1.381738046,0.086457981,0.972665258,1.276591683
18,95,1710,30780,0.79470117,1.492836559,1.917245539,1.6586944
13,24,312,4056,0.060905076,-0.942599516,-0.612492454,-0.540124076
18,44,792,14256,0.79470117,-0.256561185,0.256087114,0.299119617
15,46,690,10350,0.354423514,-0.187957352,0.071513956,-0.02226135
8,83,664,5312,-0.672891019,1.081213561,0.024465896,-0.436781912
19,69,1311,24909,0.941460389,0.600986729,1.195238773,1.175635604
7,83,581,4067,-0.819650238,1.081213561,-0.125725988,-0.53921901
1,58,58,58,-1.700205551,0.223665647,-1.072115809,-0.869074693
10,10,100,1000,-0.379372581,-1.422826348,-0.996115097,-0.791568069
5,22,110,550,-1.113168675,-1.011203349,-0.978019689,-0.828593526
3,21,63,189,-1.406687113,-1.045505266,-1.063068105,-0.858296171
23,88,2024,46552,1.528497265,1.252723143,2.48544134,2.956395531
14,45,630,8820,0.207664295,-0.222259268,-0.03705849,-0.148147904
8,15,120,960,-0.672891019,-1.251316765,-0.959924282,-0.794859221
9,74,666,5994,-0.5261318,0.772496312,0.028084977,-0.380667775
12,66,792,9504,-0.085854143,0.498080979,0.256087114,-0.09186921
9,84,756,6804,-0.5261318,1.115515477,0.190943647,-0.314021952
7,29,203,1421,-0.819650238,-0.771089933,-0.809732398,-0.756928697
14,38,532,7448,0.207664295,-0.462372684,-0.214393485,-0.261034409
6,20,120,720,-0.966409456,-1.079807182,-0.959924282,-0.814606131
21,98,2058,43218,1.234978827,1.595742309,2.546965726,2.682078033
5,76,380,1900,-1.113168675,0.841100145,-0.489443682,-0.717517155
8,20,160,1280,-0.672891019,-1.079807182,-0.887542651,-0.768530007
14,72,1008,14112,0.207664295,0.703892479,0.64694792,0.287271471
17,98,1666,28322,0.647941951,1.595742309,1.837625745,1.456453126
8,68,544,4352,-0.672891019,0.566684812,-0.192678996,-0.515769554
12,17,204,2448,-0.085854143,-1.182712932,-0.807922857,-0.672428376
18,6,108,1944,0.79470117,-1.560034014,-0.981638771,-0.713896888
17,10,170,2890,0.647941951,-1.422826348,-0.869447243,-0.63606115
15,25,375,5625,0.354423514,-0.908297599,-0.498491386,-0.411028649
20,46,920,18400,1.088219608,-0.187957352,0.487708332,0.640082937
2,40,80,160,-1.553446332,-0.393768851,-1.032305912,-0.860682256
12,85,1020,12240,-0.085854143,1.149817394,0.668662409,0.133245569
17,1,17,289,0.647941951,-1.731543597,-1.146306981,-0.850068291
6,15,90,540,-0.966409456,-1.251316765,-1.014210505,-0.829416314
10,95,950,9500,-0.379372581,1.492836559,0.541994555,-0.092198325
3,26,78,234,-1.406687113,-0.873995683,-1.035924994,-0.854593625
4,28,112,448,-1.259927894,-0.80539185,-0.974400608,-0.836985963
19,84,1596,30324,0.941460389,1.115515477,1.710957891,1.62117527
5,22,110,550,-1.113168675,-1.011203349,-0.978019689,-0.828593526
14,22,308,4312,0.207664295,-1.011203349,-0.619730617,-0.519060705
15,7,105,1575,0.354423514,-1.525732097,-0.987067393,-0.744257763
15,42,630,9450,0.354423514,-0.325165018,-0.03705849,-0.096312264
9,30,270,2430,-0.5261318,-0.736788017,-0.688493166,-0.673909395
1,6,6,6,-1.700205551,-1.560034014,-1.166211929,-0.87335319
12,38,456,5472,-0.085854143,-0.462372684,-0.351918584,-0.423617305
8,59,472,3776,-0.672891019,0.257967563,-0.322965931,-0.563162139
23,75,1725,39675,1.528497265,0.806798228,1.94438865,2.390564268
13,15,195,2535,0.060905076,-1.251316765,-0.824208724,-0.665270121
19,58,1102,20938,0.941460389,0.223665647,0.817044752,0.848906515
8,5,40,320,-0.672891019,-1.59433593,-1.104687543,-0.847517649
22,76,1672,36784,1.381738046,0.841100145,1.84848299,2.152696276
18,45,810,14580,0.79470117,-0.222259268,0.288658848,0.325777946
13,10,130,1690,0.060905076,-1.422826348,-0.941828874,-0.734795702
4,72,288,1152,-1.259927894,0.703892479,-0.655921433,-0.779061693
20,26,520,10400,1.088219608,-0.873995683,-0.236107975,-0.018147411
3,70,210,630,-1.406687113,0.635288645,-0.797065613,-0.822011223
6,70,420,2520,-0.966409456,0.635288645,-0.417062051,-0.666504303
7,27,189,1323,-0.819650238,-0.839693766,-0.835065969,-0.764992019
2,18,36,72,-1.553446332,-1.148411015,-1.111925706,-0.86792279
23,86,1978,45494,1.528497265,1.18411931,2.402202464,2.869344567
20,28,560,11200,1.088219608,-0.80539185,-0.163726344,0.047675624
24,33,792,19008,1.675256484,-0.633882267,0.256087114,0.690108443
16,19,304,4864,0.501182733,-1.114109099,-0.62696878,-0.473642811
24,34,816,19584,1.675256484,-0.59958035,0.299516093,0.737501028
23,1,23,529,1.528497265,-1.731543597,-1.135449736,-0.830321381
21,99,2079,43659,1.234978827,1.630044225,2.584966082,2.718362981
2,9,18,36,-1.553446332,-1.457128264,-1.14449744,-0.870884826
18,56,1008,18144,0.79470117,0.155061814,0.64694792,0.619019566
1,63,63,63,-1.700205551,0.39517523,-1.063068105,-0.868663299
23,84,1932,44436,1.528497265,1.115515477,2.318963589,2.782293604
3,55,165,495,-1.406687113,0.120759897,-0.878494947,-0.83311886
9,45,405,3645,-0.5261318,-0.222259268,-0.444205163,-0.573940661
23,86,1978,45494,1.528497265,1.18411931,2.402202464,2.869344567
8,63,504,4032,-0.672891019,0.39517523,-0.265060627,-0.542098767
1,51,51,51,-1.700205551,-0.016447769,-1.084782595,-0.869650644
12,99,1188,14256,-0.085854143,1.630044225,0.972665258,0.299119617
4,97,388,1552,-1.259927894,1.561440392,-0.474967356,-0.746150175
11,49,539,5929,-0.232613362,-0.085051602,-0.2017267,-0.386015896
5,58,290,1450,-1.113168675,0.223665647,-0.652302351,-0.754542612
15,58,870,13050,0.354423514,0.223665647,0.397231294,0.199891392
19,45,855,16245,0.941460389,-0.222259268,0.370088183,0.462772137
8,78,624,4992,-0.672891019,0.909703978,-0.047915735,-0.463111126
24,83,1992,47808,1.675256484,1.081213561,2.427536035,3.059737695
19,89,1691,32129,0.941460389,1.28702506,1.882864264,1.769688492
13,72,936,12168,0.060905076,0.703892479,0.516660985,0.127321496
18,74,1332,23976,0.79470117,0.772496312,1.233239129,1.098869489
12,50,600,7200,-0.085854143,-0.050749686,-0.091344713,-0.28143955
17,57,969,16473,0.647941951,0.18936373,0.57637583,0.481531702
1,6,6,6,-1.700205551,-1.560034014,-1.166211929,-0.87335319
11,28,308,3388,-0.232613362,-0.80539185,-0.619730617,-0.59508631
14,75,1050,14700,0.207664295,0.806798228,0.722948632,0.335651401
21,31,651,13671,1.234978827,-0.7024861,0.000941866,0.250986523
12,27,324,3888,-0.085854143,-0.839693766,-0.590777965,-0.553946914
18,17,306,5508,0.79470117,-1.182712932,-0.623349699,-0.420655268
15,69,1035,15525,0.354423514,0.600986729,0.695805521,0.403531406
5,95,475,2375,-1.113168675,1.492836559,-0.317537309,-0.678434728
6,9,54,324,-0.966409456,-1.457128264,-1.079353972,-0.847188534
9,89,801,7209,-0.5261318,1.28702506,0.272372981,-0.280699041
23,59,1357,31211,1.528497265,0.257967563,1.278477648,1.69415656
12,57,684,8208,-0.085854143,0.18936373,0.060656711,-0.198502526
7,62,434,3038,-0.819650238,0.360873313,-0.391728481,-0.623883888
8,77,616,4928,-0.672891019,0.875402061,-0.062392061,-0.468376969
15,49,735,11025,0.354423514,-0.085051602,0.15294329,0.033276835
16,18,288,4608,0.501182733,-1.148411015,-0.655921433,-0.494706182
9,25,225,2025,-0.5261318,-0.908297599,-0.769922501,-0.707232306
23,4,92,2116,1.528497265,-1.628637847,-1.010591423,-0.699744936
9,17,153,1377,-0.5261318,-1.182712932,-0.900209436,-0.760548964
18,84,1512,27216,0.79470117,1.115515477,1.558956467,1.36545278
2,28,56,112,-1.553446332,-0.80539185,-1.075734891,-0.864631638
18,10,180,3240,0.79470117,-1.422826348,-0.851351836,-0.607263572
21,82,1722,36162,1.234978827,1.046911644,1.938960028,2.101518867
14,5,70,980,0.207664295,-1.59433593,-1.05040132,-0.793213645
15,78,1170,17550,0.354423514,0.909703978,0.940093524,0.570145963
14,86,1204,16856,0.207664295,1.18411931,1.00161791,0.51304448
10,28,280,2800,-0.379372581,-0.80539185,-0.670397759,-0.643466241
19,99,1881,35739,0.941460389,1.630044225,2.22667701,2.066714937
11,73,803,8833,-0.232613362,0.738194395,0.275992063,-0.14707828
4,75,300,1200,-1.259927894,0.806798228,-0.634206943,-0.775112311
20,80,1600,32000,1.088219608,0.978307811,1.718196054,1.759074528
6,18,108,648,-0.966409456,-1.148411015,-0.981638771,-0.820530205
2,68,136,272,-1.553446332,0.566684812,-0.930971629,-0.851467031
11,79,869,9559,-0.232613362,0.944005894,0.395421753,-0.087343876
22,16,352,7744,1.381738046,-1.217014848,-0.540110824,-0.236679886
7,87,609,4263,-0.819650238,1.218421227,-0.075058846,-0.523092366
17,4,68,1156,0.647941951,-1.628637847,-1.054020401,-0.778732577
5,14,70,350,-1.113168675,-1.285618681,-1.05040132,-0.845049285
4,79,316,1264,-1.259927894,0.944005894,-0.605254291,-0.769846468
20,92,1840,36800,1.088219608,1.38993081,2.152485839,2.154012737
3,32,96,288,-1.406687113,-0.668184183,-1.00335326,-0.85015057
19,88,1672,31768,0.941460389,1.252723143,1.84848299,1.739985848
19,35,665,12635,0.941460389,-0.565278434,0.026275437,0.165745693
1,7,7,7,-1.700205551,-1.525732097,-1.164402388,-0.873270911
11,75,825,9075,-0.232613362,0.806798228,0.31580196,-0.127166812
13,89,1157,15041,0.060905076,1.28702506,0.916569494,0.36370847
12,100,1200,14400,-0.085854143,1.664346142,0.994379747,0.310967763
22,36,792,17424,1.381738046,-0.530976517,0.256087114,0.559778835
5,58,290,1450,-1.113168675,0.223665647,-0.652302351,-0.754542612
11,7,77,847,-0.232613362,-1.525732097,-1.037734535,-0.804156725
16,59,944,15104,0.501182733,0.257967563,0.531137311,0.368892034
17,11,187,3179,0.647941951,-1.388524431,-0.83868505,-0.612282578
15,15,225,3375,0.354423514,-1.251316765,-0.769922501,-0.596155935
21,24,504,10584,1.234978827,-0.942599516,-0.265060627,-0.003008113
14,36,504,7056,0.207664295,-0.530976517,-0.265060627,-0.293287696
9,5,45,405,-0.5261318,-1.59433593,-1.095639839,-0.840523951
3,55,165,495,-1.406687113,0.120759897,-0.878494947,-0.83311886
16,61,976,15616,0.501182733,0.326571397,0.589042615,0.411018776
18,87,1566,28188,0.79470117,1.218421227,1.656671668,1.445427767
8,57,456,3648,-0.672891019,0.18936373,-0.351918584,-0.573693824
4,72,288,1152,-1.259927894,0.703892479,-0.655921433,-0.779061693
12,2,24,288,-0.085854143,-1.69724168,-1.133640195,-0.85015057
10,16,160,1600,-0.379372581,-1.217014848,-0.887542651,-0.742200793
8,62,496,3968,-0.672891019,0.360873313,-0.279536953,-0.54736461
9,5,45,405,-0.5261318,-1.59433593,-1.095639839,-0.840523951
13,14,182,2366,0.060905076,-1.285618681,-0.847732754,-0.679175237
3,84,252,756,-1.406687113,1.115515477,-0.7210649,-0.811644095
5,95,475,2375,-1.113168675,1.492836559,-0.317537309,-0.678434728
24,54,1296,31104,1.675256484,0.086457981,1.168095661,1.685352729
12,95,1140,13680,-0.085854143,1.492836559,0.885807301,0.251727032
16,20,320,5120,0.501182733,-1.079807182,-0.598016128,-0.45257944
7,98,686,4802,-0.819650238,1.595742309,0.064275793,-0.478744096
